39771;79;1;1;6;63;20  ;0;0;1;5;0
39772;79;8;8;14;65;14  ;1;12;0;0;1
39773;79;8;8;6;67;16  ;0;0;4;2;0
39774;79;9;9;9;69;16  ;0;0;3;5;1
39775;79;16;16;8;64;24  ;0;0;1;6;1
39776;79;6;6;9;70;21  ;0;0;0;8;1
39777;79;4;4;21;74;23  ;2;19;0;0;0
39778;79;9;9;2;76;30  ;0;0;0;0;2
39779;79;6;6;30;88;6  ;10;19;0;0;1
39780;79;6;6;0;90;12  ;0;0;0;0;0
39781;79;12;12;8;87;16  ;0;0;6;0;2
39782;79;32;32;7;62;41  ;0;0;4;0;3
39783;79;8;8;10;63;39  ;0;0;1;8;1
39784;79;7;7;30;63;38  ;7;22;0;0;1
39785;79;2;2;9;68;31  ;0;0;1;8;0
39786;79;8;8;28;71;11  ;6;22;0;0;0
39787;79;2;2;4;72;9  ;0;0;1;2;1
39788;79;12;12;7;70;14  ;0;0;0;7;0
39789;79;26;26;3;50;37  ;0;0;0;2;1
39790;79;8;8;12;48;33  ;0;0;3;8;1
39791;79;6;6;25;46;26  ;13;12;0;0;0
39792;79;3;3;9;58;20  ;0;0;1;7;1
39793;79;5;5;16;63;9  ;2;12;0;0;2
39794;79;11;11;6;58;14  ;0;0;2;2;2
39795;79;15;15;4;48;25  ;0;0;0;3;1
39796;79;10;10;11;43;24  ;0;0;3;7;1
39797;79;4;4;15;44;13  ;0;0;1;13;1
39798;79;10;10;13;48;22  ;0;12;0;0;1
39799;79;5;5;0;49;27  ;0;0;0;0;0
39800;79;9;9;19;47;17  ;6;12;0;0;1
39801;79;3;3;8;53;12  ;0;0;2;6;0
39802;79;15;15;10;48;17  ;0;0;1;8;1
39803;79;13;13;4;42;26  ;0;0;1;1;2
39804;79;7;7;14;44;19  ;0;0;1;12;1
39805;79;6;6;19;42;22  ;0;16;0;0;3
39806;79;5;5;3;44;24  ;0;0;0;0;3
39807;79;7;7;24;45;7  ;8;16;0;0;0
39808;79;4;4;1;57;10  ;0;0;0;0;1
39809;79;13;13;7;55;16  ;0;0;6;0;1
39810;79;27;27;4;36;39  ;0;0;3;0;1
39811;79;6;6;14;40;31  ;0;0;1;11;2
39812;79;8;8;24;42;29  ;7;14;0;0;3
39813;79;3;3;10;44;22  ;0;0;2;5;3
39814;79;10;10;18;46;14  ;4;14;0;0;0
39815;79;10;10;5;48;19  ;0;0;2;2;1
39816;79;14;14;9;44;24  ;0;0;0;9;0
39817;79;16;16;13;39;27  ;0;0;0;10;3
39818;79;7;7;13;41;21  ;0;0;1;10;2
39819;79;7;7;21;46;26  ;1;19;0;0;1
39820;79;1;1;1;57;26  ;0;0;0;0;1
39821;79;3;3;26;58;3  ;7;19;0;0;0
不公平度;540
外伤转院;2
