4	39668	
4	39668	
4	39668	
4	39669	
4	39669	
4	39670	
4	39671	
4	39671	
4	39671	
4	39671	
4	39672	
4	39673	
4	39673	
4	39673	
4	39673	
4	39673	
4	39673	
4	39674	
4	39675	
4	39675	
4	39675	
4	39675	
4	39676	
4	39677	
4	39677	
4	39678	
4	39679	
5	39642	
5	39645	
5	39646	
5	39647	
5	39647	
5	39648	
5	39649	
5	39649	
5	39650	
5	39650	
5	39651	
5	39652	
5	39652	
5	39656	
5	39656	
5	39657	
5	39657	
5	39659	
5	39659	
5	39660	
5	39660	
5	39661	
5	39661	
5	39661	
5	39664	
5	39666	
5	39667	
5	39667	
5	39668	
5	39670	
5	39670	
5	39674	
5	39676	
5	39677	
5	39677	
5	39677	
5	39678	
5	39678	
5	39680	
5	39680	
5	39681	
5	39682	
5	39683	
5	39685	
5	39686	
5	39686	
5	39687	
5	39687	
5	39687	
5	39689	
5	39689	
5	39692	
5	39693	
5	39694	
5	39695	
4	39675
4	39676	
2	39679	
3	39679	
4	39679	
4	39679	
2	39679	
4	39679	
4	39679	
2	39679	
2	39679	
4	39679	
1	39679	
4	39679	
4	39680	
4	39680	
4	39680	
4	39680	
2	39680	
4	39681	
2	39682	
2	39682	
4	39682	
3	39683	
3	39683	
2	39683	
4	39683	
2	39683	
2	39683	
3	39684	
4	39684	
2	39684	
4	39684	
4	39684	
2	39684	
3	39684	
4	39685	
4	39685	
3	39685	
2	39685	
2	39685	
4	39686	
1	39686	
2	39686	
4	39686	
4	39687	
4	39687	
1	39687	
4	39687	
2	39687	
4	39688	
1	39688	
2	39688	
4	39688	
4	39688	
4	39688	
2	39688	
2	39688	
3	39688	
3	39689	
4	39689	
3	39689	
2	39689	
4	39689	
1	39689	
2	39689	
1	39689	
2	39689	
4	39690	
1	39690	
4	39690	
5	39695	
5	39696	
5	39696	
5	39696	
5	39697	
5	39699	
5	39700	
5	39700	
2	39690
4	39690
3	39690
4	39690
4	39690
2	39690
1	39691
3	39691
2	39691
4	39691
4	39691
4	39691
3	39691
1	39691
4	39692
4	39692
3	39692
2	39692
2	39692
2	39692
4	39692
1	39692
4	39692
4	39692
1	39693
1	39693
2	39693
1	39693
4	39693
4	39694
4	39694
2	39694
1	39694
4	39694
1	39694
4	39694
4	39694
2	39695
1	39695
3	39695
4	39695
4	39695
4	39695
3	39695
2	39695
2	39695
3	39695
3	39695
4	39695
4	39695
2	39696
2	39696
2	39696
4	39696
2	39696
3	39696
2	39696
1	39696
2	39696
2	39696
2	39697
4	39697
3	39697
2	39697
4	39698
2	39698
4	39698
1	39699
4	39699
4	39699
1	39699
2	39699
1	39699
4	39699
1	39699
3	39700
3	39700
4	39700
1	39700
1	39700
4	39701
1	39701
2	39701
1	39701
1	39701
2	39701
1	39701
3	39701
2	39701
4	39702
4	39702
3	39702
2	39702
2	39702
3	39702
2	39702
5	39702
2	39702
4	39702
1	39702
4	39702
4	39702


