0;12;14;16;21;22;23;24;28;29;30;38;48;62;
27;12;16;9;10;13;14;11;15;8;7;2;5;4;1;1;1;0;1;0;1;1;1;1;1;1;1;0.804715
28;12;14;16;13;11;10;9;15;7;8;2;5;4;1;1;1;1;1;1;1;0;0;1;1;1;1;0
29;12;14;16;13;11;10;9;7;15;8;2;5;4;1;1;1;1;1;1;1;0;0;1;1;1;1;0
30;12;14;16;13;11;10;9;15;8;7;2;5;4;1;1;1;1;1;1;1;1;0;0;1;0;1;0
31;12;14;16;13;11;9;10;15;8;7;2;5;4;1;1;1;1;1;1;1;1;0;1;1;1;1;0.937151
32;12;14;16;13;11;9;10;15;8;7;2;5;4;1;1;1;1;1;1;1;1;0;1;1;0;1;0.766901
33;12;14;16;13;11;9;10;15;8;7;2;5;4;1;1;1;1;1;1;1;1;0;1;1;1;1;0.950752
34;12;14;16;13;11;9;10;15;8;7;2;5;4;1;1;1;1;1;0;1;1;0;1;1;1;1;0.919419
35;12;14;16;13;11;9;10;15;8;7;2;5;4;1;1;1;1;1;0;1;1;1;1;1;1;1;0.971106
36;10;14;16;13;11;12;9;15;8;7;2;5;4;1;1;1;1;1;1;1;1;1;1;0;1;1;0.917217
37;10;14;16;13;11;12;8;9;15;7;2;5;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
38;12;14;9;13;11;10;8;15;7;5;16;6;4;1;1;1;1;1;1;1;1;1;1;0;1;1;0
39;10;14;9;13;11;12;6;15;8;7;16;5;4;1;1;1;1;1;1;0;1;1;1;0;1;1;0.263222
40;10;14;9;13;11;12;6;15;8;7;16;5;4;1;1;1;1;1;1;1;1;1;1;0;1;1;0.678353
41;10;14;9;13;11;12;6;15;8;7;16;5;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
42;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
43;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
44;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
45;12;14;16;13;11;9;10;15;8;7;2;5;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46;12;14;16;13;11;9;10;15;8;7;2;5;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
47;12;14;16;13;11;5;10;9;15;8;2;7;4;1;1;1;1;1;0;1;1;1;0;1;0;1;0.389696
48;12;14;16;13;11;10;9;15;8;5;2;7;4;1;1;1;1;1;1;1;1;0;0;1;0;1;0
49;12;14;16;13;11;5;10;9;15;8;2;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
50;12;14;16;13;11;5;10;9;15;8;2;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
51;12;14;16;13;11;5;10;9;15;8;2;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
52;12;14;16;13;11;5;10;9;15;8;2;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
53;12;14;16;13;11;5;10;9;15;8;2;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
54;12;14;16;13;11;5;10;9;15;8;2;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
55;12;14;16;13;11;9;10;15;5;8;2;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
56;12;14;9;13;11;6;10;5;15;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
57;12;14;9;13;11;6;10;5;15;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
58;12;14;9;13;11;6;10;5;15;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
59;12;14;16;13;11;5;10;9;15;8;2;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60;12;14;9;13;11;6;10;5;15;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
61;12;14;16;13;11;5;10;9;15;8;2;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
62;12;14;16;13;11;10;9;15;7;8;2;5;4;1;1;1;1;1;1;1;1;1;1;1;1;0;0
63;12;14;9;13;11;6;10;5;15;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
64;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
67;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
68;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
69;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
71;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
72;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
73;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
74;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
75;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
76;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
77;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
78;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
79;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
80;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
81;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
82;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
84;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
85;12;14;9;13;11;6;10;5;15;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86;12;14;9;13;11;6;10;5;15;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
87;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
88;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
89;12;14;9;13;11;6;10;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
90;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
91;12;14;9;13;11;10;6;15;5;8;16;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
92;10;14;9;13;11;12;6;15;8;7;16;5;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1
